1	8	703	13	227	5	284	750	278	740
20554	85	70	80	4257	1245	3095	1115	2867	4893
17033	109	10723	108	7801	158	150	2871	12221	7779
18604	14153	26787	4162	53119	6914	20696	3355	61148	225
289	2396	853	286	233	8370	2728	2365	636	1575
358	359	44672	24894	44678	1536	24898	1745	24899	22632
367	2337	578	2686	2614	2654	2720	6284	2581	574
469	252	775	1267	75	302	25	432	351	670
510	235	737	1333	12	1557	55	266	47	227
568	448	606	9818	10464	618	2614	36788	578	785
669	39041	4816	13816	47741	25969	39625	49196	54915	38890
483	1329	7405	24223	746	594	750	478	11724	1413
793	780	792	877	791	823	811	787	826	14031
594	4781	12	55	1319	5	266	9	227	750
1031	5085	5233	2795	3947	4023	924	6758	100	4043
783	2728	34	1142	1831	891	800	5614	734	636
1206	1145	1144	1176	26361	3390	1156	1235	253	8219
1348	1349	24958	24898	13898	6303	14534	17641	24834	16957
1302	6754	449	1418	8344	12049	12060	1736	17	1304
1493	55419	56601	25601	26547	54014	12921	57959	46522	26624
11	16350	307	754	1702	8344	590	1418	740	1701
1996	57063	4063	1995	35099	7307	60507	18999	57075	27464
1142	2728	1590	250	1831	587	457	12355	6123	636
2036	302	1423	956	371	75	3905	369	5100	1077
2221	2215	2223	2216	12013	4112	8840	958	38	2218
2247	2308	2309	9112	9108	8668	8095	2584	578	558
1355	327	1067	660	2320	2444	891	1082	2434	4893
19	754	1702	270	11	762	2151	3109	298	38
400	8668	1369	618	9242	9112	2614	9149	578	2247
307	5475	346	11096	11112	754	1528	1702	4903	561
469	252	775	18	1267	302	75	25	432	351
246	3114	930	1190	5077	5732	43587	847	1118	2427
2849	3432	1204	441	1226	3449	2660	9503	10431	3778
2864	2876	2879	140	2883	2887	2882	46619	18722	2880
2929	9831	725	9858	15041	38183	3170	2928	10232	6775
346	1702	561	307	11	1528	754	4903	9403	2151
2907	1100	660	386	2320	891	1831	636	1067	1082
2783	14483	4649	25183	15213	2519	31137	46098	11055	29408
3263	3291	3294	2868	22410	23227	19316	9238	25805	8526
36034	27654	27657	23360	27627	42285	27673	26675	26635	49938
3381	3390	11312	526	1208	3520	9429	3387	2944	473
5	1	10	9	697	555	703	750	278	11
703	9	750	5	555	8	10	581	227	3742
3686	2467	3646	471	7721	3280	2980	1030	3119	3283
3734	2454	2488	929	2392	1618	3602	23154	31224	2456
5590	2048	10837	4254	3916	11843	2036	6923	410	1211
1142	2728	1590	587	250	1831	457	12355	6123	636
512	5	697	10	750	703	457	581	1	11
1275	28288	12449	38262	1215	956	17641	7590	2147	3943
4007	4004	4005	49	13477	14224	4984	10810	46039	3254
4227	14716	5583	14708	14710	6308	58465	15436	4024	14727
