46	44	1309	53	300	772	288	245	35	282
85	57	3523	466	78	2794	2960	467	6372	76
189	35667	39087	27905	5223	44614	37531	59206	30135	2154
14154	34950	18604	35630	4166	1296	25571	23002	6931	49
750	732	43	615	555	30	225	574	39	6
792	9716	2674	1585	292	591	286	4808	2657	17920
403	402	60373	2679	23995	14136	24583	20267	33358	2340
446	457	445	439	459	14206	546	11453	11434	428
280	6	71	258	1	1266	481	91	427	34
357	1890	2167	615	284	339	9399	56	851	5614
653	258	770	1266	427	71	280	7806	4176	1001
726	46858	745	734	14	737	14206	679	724	30
1152	2747	635	1685	1231	253	6141	2432	797	7277
35	30	39	225	43	772	53	288	15	300
1034	1036	56680	56682	50107	1033	56681	50122	18664	39235
7719	38092	27233	7693	8164	50183	21781	8083	21114	38096
342	3649	427	1205	923	5595	1172	3080	6645	514
1313	10057	15225	45809	33064	11354	26227	1340	42250	586
1420	23433	37541	35314	5890	28005	19883	28573	19901	37422
37759	5169	1454	1436	28993	2235	22871	10131	711	989
37439	1573	6293	37	28	3933	16064	39	3007	679
1989	5073	5112	4042	5074	1991	4029	34136	1622	5105
1152	2747	635	253	1231	1685	240	587	6141	2432
2189	34623	44151	44149	35650	9728	166	12443	2188	9722
2229	59289	10807	41882	47770	17181	57574	36918	59325	41888
303	2651	2657	6289	4864	580	5307	792	9716	292
2415	2420	2430	34339	2443	2423	3802	34343	2462	34340
2543	1630	1685	293	799	2510	804	6141	9292	5459
284	303	2651	6289	792	4864	580	5307	9716	8653
1494	5614	6703	9399	11092	2657	1890	2167	5463	339
121	117	818	7829	2747	3226	7277	1624	618	12371
3122	5032	5031	289	3021	1366	920	1082	1103	17394
2842	58809	42932	23829	8342	51772	53394	18910	9473	57882
2900	2899	58700	2886	1806	60934	30682	51782	60742	18791
760	7115	3169	467	2794	2960	76	7062	517	1867
1890	2167	615	339	9399	56	851	5614	20	11092
3178	5461	23874	413	364	368	3931	1270	4191	7505
3235	30692	6113	3928	3199	25594	1436	28993	1736	35017
3261	3294	3287	3293	3291	987	3292	3295	3268	3290
460	38	13784	15	7413	24930	961	39098	574	39
3519	13375	3518	3494	3517	13373	13380	3570	3406	3564
3050	3271	3005	6828	6366	6403	1052	444	467	153
20	19	94	462	615	236	5456	565	931	504
3678	361	2284	376	3080	1081	289	568	923	3649
462	20	615	236	1	504	587	6	583	931
3762	38585	3761	54708	3757	3747	23653	23030	45333	54706
3600	5004	2666	2198	711	3070	486	2929	1850	709
3802	2416	2430	2456	2452	2415	2462	2420	34339	3781
3947	4194	842	160	191	3343	759	126	48596	12377
4112	16038	16063	16047	16072	52344	15995	15975	14784	56321
4180	4173	7833	48849	8320	1282	973	6250	1144	1175
770	258	1266	653	4250	4176	71	4656	1141	4255
2541	50341	4349	4352	289	50344	5031	3122	730	7379
4384	56045	46041	9505	28648	26591	53144	52742	19406	52823
92	289	583	253	3080	1231	361	649	3649	5160
280	1	615	3218	91	41	6757	432	911	732
