46	44	1309	53	300
85	57	3523	466	78
189	35667	39087	27905	5223
14154	34950	18604	35630	4166
750	732	43	615	555
792	9716	2674	1585	292
403	402	60373	2679	23995
446	457	445	439	459
280	6	71	258	1
357	1890	2167	615	284
653	258	770	1266	427
726	46858	745	734	14
1152	2747	635	1685	1231
35	30	39	225	43
1034	1036	56680	56682	50107
7719	38092	27233	7693	8164
342	3649	427	1205	923
1313	10057	15225	45809	33064
1420	23433	37541	35314	5890
37759	5169	1454	1436	28993
37439	1573	6293	37	28
1989	5073	5112	4042	5074
1152	2747	635	253	1231
2189	34623	44151	44149	35650
2229	59289	10807	41882	47770
303	2651	2657	6289	4864
2415	2420	2430	34339	2443
2543	1630	1685	293	799
284	303	2651	6289	792
1494	5614	6703	9399	11092
121	117	818	7829	2747
3122	5032	5031	289	3021
2842	58809	42932	23829	8342
2900	2899	58700	2886	1806
760	7115	3169	467	2794
1890	2167	615	339	9399
3178	5461	23874	413	364
3235	30692	6113	3928	3199
3261	3294	3287	3293	3291
460	38	13784	15	7413
3519	13375	3518	3494	3517
3050	3271	3005	6828	6366
20	19	94	462	615
3678	361	2284	376	3080
462	20	615	236	1
3762	38585	3761	54708	3757
3600	5004	2666	2198	711
3802	2416	2430	2456	2452
3947	4194	842	160	191
4112	16038	16063	16047	16072
4180	4173	7833	48849	8320
770	258	1266	653	4250
2541	50341	4349	4352	289
4384	56045	46041	9505	28648
92	289	583	253	3080
280	1	615	3218	91
4516	2167	357	339	2158
280	258	6	4454	1150
4663	4630	2199	4059	4635
30	43	35	1	3735
104	15728	3906	34605	2113
1343	3826	753	734	37
4174	376	1141	1138	7806
5207	7021	1710	38970	17449
5245	8701	2587	1246	3625
4194	842	191	160	126
2441	649	1071	153	2479
9	1152	2747	635	253
5557	289	649	1088	3122
91	911	6	280	6757
5685	11910	54035	5684	20671
1	750	732	43	615
5785	36601	31744	1085	36159
5831	13958	22475	13961	52890
5948	51680	42590	46054	21086
750	732	43	615	555
2651	7701	582	2581	2336
6075	25111	41294	54229	6074
284	303	2651	6289	792
6174	32551	17359	38802	21316
6	280	1	615	4454
6256	53264	52740	2535	11750
5307	2568	6289	2651	2657
6309	6293	19149	17180	1994
281	271	2185	4250	536
6380	361	4191	341	5461
746	45205	2373	370	9243
6640	36327	28913	36100	25886
4071	11924	26426	3147	3754
1	750	732	43	615
296	34	3	2173	342
6881	26503	9158	6894	26520
6944	34705	43956	18167	16331
734	750	1	775	732
7029	9068	54836	53499	31953
354	649	2479	289	1071
7204	7215	7206	7230	7222
3273	3278	4341	11953	11945
3343	759	191	3947	842
160	4194	191	2832	6999
2925	1867	365	11302	8517
443	8701	2587	1246	476
7517	1254	443	3625	1246
7547	1404	9764	1297	8377
7601	637	1742	30094	194
7656	7621	7630	7648	3244
7719	1710	13656	18825	19663
121	117	818	7829	2747
7849	54729	4963	17102	22004
5070	711	989	3070	378
6828	3120	6372	467	2794
7954	16264	35593	7962	41295
813	8006	689	3125	2190
8057	6085	3343	31046	40078
575	660	3273	1687	1357
8283	8302	8256	14452	9647
34	3	296	6	280
587	462	9	253	233
8422	8433	8412	8416	3894
4042	28330	3927	1847	4122
580	792	284	303	578
8514	7011	23159	2379	1819
182	10733	2113	15082	10730
303	2651	792	6289	2657
378	711	1850	3952	451
300	53	772	15	245
8763	21635	21636	21642	45855
10	4007	4333	14180	2352
3649	7101	203	396	367
8924	4947	1710	842	2550
1458	8947	2031	52136	8957
8985	8984	9001	8986	29153
9041	41153	20195	43538	59582
509	44	35	1316	245
6	71	258	1	1266
9275	9274	15450	29558	57062
561	1423	9301	602	9298
9445	2618	19575	33594	29107
9504	13138	48359	38011	18860
9597	770	258	7027	1266
9662	26421	8576	40829	25867
3337	954	635	3199	4116
9747	34623	44151	35650	3961
9787	7597	9789	5603	28124
3123	404	1510	580	2729
1867	1103	467	3122	4298
1152	2747	635	253	1231
9927	16225	48205	4059	44416
1742	412	813	4213	3340
10037	56416	13088	56426	16284
6	280	1	615	4454
10115	48536	48538	48535	48533
10165	24626	8435	41038	8438
10208	9068	15892	10212	37611
1088	649	153	289	4298
126	16880	160	842	5561
10359	10385	10364	10372	10362
3780	8701	9474	5245	2587
462	19	587	504	615
1377	5595	5908	4184	770
8089	3226	12880	3196	15113
3498	10630	3453	3482	546
10676	42833	61440	38686	41435
10698	3226	12835	12326	581
10722	10740	197	8533	10735
1943	280	31421	1275	3024
2234	25159	7924	12771	2352
944	740	24	1889	592
561	1528	602	570	20299
4616	8300	5377	10895	3779
42370	17698	42372	16892	10921
10976	10975	49397	59386	34606
11061	19576	53603	2789	19568
11096	339	769	7908	5468
975	16798	1138	1141	6195
11174	11177	11167	11173	45848
11195	11191	11190	11200	11197
2281	8671	49653	28343	19057
11320	11319	53620	34486	33824
842	2832	160	4194	10999
4545	38302	38299	5662	38297
11435	4990	38416	47331	44738
3443	9449	2587	549	8701
1547	16117	43174	7836	9469
11591	18345	22872	11217	38486
280	1	615	4454	3218
750	732	43	615	555
235	574	462	1	1320
11774	11773	11768	47923	33196
3655	3638	1103	3122	1205
4142	25795	35770	59454	59452
1	750	732	43	555
11959	11945	11948	11949	11950
12009	52006	4960	13688	3041
511	300	35	7413	772
615	1	6	732	462
923	342	289	1172	1103
9304	9298	593	3702	9340
12251	6993	9537	42075	50722
12268	12270	12263	12264	12262
1685	1231	2747	1152	253
4666	4657	23105	38651	55912
5273	13775	3940	23960	4250
2724	635	1685	1152	2747
1766	3266	6408	6429	29333
12411	5443	35198	6581	13405
12474	12434	12437	12445	12448
12643	12656	12642	40977	58178
3537	12684	2150	438	3161
12711	12710	43066	29543	8538
12748	54053	11682	6843	32054
8841	3792	942	5673	4003
7886	2286	1103	3263	3122
121	117	818	7829	2747
12907	54385	11215	11855	12913
5351	29214	4360	4120	476
12951	12954	42870	48871	43667
2810	2479	3122	60	920
1585	284	303	2336	1304
6533	799	1685	2432	293
13149	32304	12889	60308	17544
649	5032	3122	5557	583
13262	13258	13255	13264	5083
3	34	463	296	280
19825	7314	22185	7316	55195
4638	2062	2834	4639	476
561	602	1554	339	16353
13504	51772	23835	44509	23819
10587	13065	26046	50203	23030
9	1152	2747	635	253
13658	13629	40	3068	28058
734	14	30	3826	451
2063	3438	3396	3446	2062
156	44752	842	126	5561
13960	52913	47968	52901	47969
2514	27528	1283	702	7414
14020	32154	33456	31627	17104
5603	1685	720	799	797
14070	14073	15078	14078	14092
14111	10432	2062	2587	3438
1252	5651	4171	451	1419
289	649	5032	3122	5557
511	35	300	7413	772
14310	53631	51269	48002	51242
14328	13831	15088	15100	8855
6	280	1	615	4454
37146	17462	14388	14394	35887
3196	104	3906	15728	12880
105	12880	2903	104	3078
14502	10272	8549	28435	467
14549	11769	17668	564	566
770	1266	427	71	7806
3380	2185	536	271	443
2889	649	3649	361	635
14712	14706	14720	17124	8059
14776	2529	19798	13629	15202
3396	1246	3446	3615	2587
4331	3625	3779	44975	23960
14849	4173	4171	1138	10292
14889	46068	14875	14879	27088
4131	21071	32702	35191	40467
1850	10258	1140	3220	711
14989	13102	54577	24455	48089
4442	2284	1140	3131	41
