978	8364	555	569	3708	6343	6244	225	282	1828	3194	728	35	30	46	6102	16	39	3826	288
85	78	466	3005	3523	3073	3454	2960	2794	546	9923	467	76	612	450	57	3066	31364	6408	15410
5182	17544	189	24495	24250	5164	32935	47374	19406	55024	35427	14133	35687	24569	23511	32580	61686	52190	51441	21363
5386	9158	23002	5646	729	4166	2184	1296	2235	6931	5905	975	1140	711	71	11146	1850	709	4580	2196
569	3194	2031	1150	30	8364	978	555	6343	713	750	1003	43	1828	39	3735	10839	711	1462	225
792	33183	8661	9716	16216	7701	1354	2336	591	2586	11726	3127	582	389	2720	2675	7604	13065	2674	6772
403	60373	19102	40320	28328	26683	56870	11943	13021	21560	10511	40212	24272	2166	32651	29029	33358	47543	36322	51882
446	457	459	439	35509	15150	43036	36226	27142	15410	450	3005	3073	14888	3271	4511	20360	50488	57809	11051
3952	711	280	480	376	1850	1387	1436	9158	13302	398	3028	2235	2790	709	1944	1097	3258	25	1386
357	5614	6703	5616	9399	5536	1494	50585	52561	6736	2167	16503	25007	16216	5468	703	21567	32867	2031	851
653	2790	480	3072	3952	711	995	1251	5595	382	4255	4184	5908	8021	1850	631	376	1097	13302	1436
726	3206	13017	3847	4110	3717	14	724	9345	745	737	734	4966	3366	116	10790	2031	40206	8360	5515
1500	1543	954	635	1231	1705	1152	2696	293	3335	804	2724	5179	933	5180	4116	5603	2278	1619	1685
2031	6343	978	569	35	1828	8364	3194	3708	555	728	713	1003	1150	5522	225	30	16	10839	39
1034	6380	1097	361	4883	2979	1270	413	341	5914	1033	1036	50107	10258	12398	5857	56681	18210	5461	56682
28265	50186	38096	61487	21780	40342	40352	19592	19586	21781	50185	25301	16899	30553	2631	36293	38092	16185	8109	18848
2774	15758	8690	342	1172	5722	5908	5595	5484	15732	1094	22208	8021	34700	27765	4184	394	427	20204	13329
1313	48100	12654	45878	54144	12610	7172	57300	43060	54148	51755	28765	7618	10057	58316	34223	49873	57359	43603	54823
1420	18970	35312	58486	35424	10048	15032	14840	36682	6201	50704	19888	28573	37422	58667	14263	8443	15222	13308	39210
1452	33843	28993	20983	4059	1436	28330	57765	1466	50626	23692	40401	43745	21086	22864	47689	2184	711	2200	4925
17819	51193	37439	4182	45349	6293	17815	21545	42637	19821	17813	1573	14486	14914	8059	45353	3043	19149	2725	54023
1989	4042	5073	2198	5105	1622	29385	5112	2489	3600	2769	18356	29399	5048	1853	1436	5004	8464	711	26607
1500	1543	954	635	1705	1231	1152	2696	3335	293	2724	804	5179	933	4116	2278	5180	1619	5603	6056
35661	2189	44151	9728	34623	35650	10440	44149	55032	27522	44153	46574	42767	4392	3125	7046	9722	5802	9746	8353
2229	55233	41882	14971	58144	40944	11635	29875	55782	13239	57342	1456	10807	60465	61238	38464	24643	6631	13626	16290
7701	2720	2336	3127	303	316	1585	2579	9166	7604	2586	4893	285	580	2651	578	2657	2568	16186	6839
7530	54758	2415	20036	2427	34345	2455	13488	2448	34339	2461	1640	34351	34343	6047	37806	1473	2462	29296	38077
954	1500	1543	1685	797	1231	933	804	293	1705	5459	635	2526	1790	12639	12613	9	2724	2696	5179
7701	582	2720	2336	284	3127	389	303	316	1585	2579	9166	2586	7604	4893	2246	285	580	2651	578
1494	5614	5616	6703	16503	50585	9399	5536	6683	52561	32867	2167	6736	56582	26669	50705	21567	34017	16522	33695
1500	2724	635	954	1152	1543	2696	9	5179	1231	2747	6056	804	3335	5180	894	2557	293	1705	933
1071	4298	153	9886	649	5160	3080	5032	19317	289	641	1082	3122	4343	4901	5557	2441	2479	4877	354
2842	30744	23819	14826	52849	17187	61415	12495	60080	4576	42276	42708	5276	22609	8342	23269	25428	52637	23832	4705
2899	44396	2900	52553	51763	51770	58700	19676	18281	5995	2870	29356	30682	29953	37297	32311	55479	2881	29516	149
760	3169	7128	10244	3005	7115	12072	9430	9421	35892	3073	7062	5434	9426	2794	7127	10241	2960	546	7066
5614	6703	5616	9399	5536	1494	50585	52561	6736	2167	16503	25007	16216	5468	703	32867	21567	2031	851	7701
3931	7505	1097	3178	4191	23874	4883	31962	361	6380	4192	13491	3314	341	3641	5895	30666	16630	10141	21441
3235	34724	19206	1086	1736	7818	35033	3199	7135	49372	15929	19585	40593	1734	28181	48945	3605	39872	18216	33675
3261	3292	60916	1479	41275	987	53884	3284	3293	2891	28877	19034	8950	7330	16352	58441	21432	61841	28810	6389
728	555	8364	978	6343	225	282	3826	569	3708	713	35	30	1288	47	288	16	3194	5522	39
3519	3571	12527	3517	55923	3480	3494	38598	3507	3581	3516	3559	3518	3406	3511	13391	3416	6824	3510	3578
5069	3271	444	57809	27460	27133	6408	3607	3611	6366	1766	38691	8514	6403	4901	59745	61333	2567	59816	12927
2031	931	22	7959	565	19	1003	20	28058	2018	94	1828	978	10231	7416	28065	2301	1150	40	23958
3678	1097	480	3220	10250	12398	2955	711	4083	2790	361	2979	46585	8857	9591	1081	3641	1172	5484	1850
2031	22	7959	1003	28058	931	565	2018	94	978	1828	20	7969	711	2301	28065	40	1150	2094	5657
3762	3761	54708	36398	20711	4813	56677	37741	36919	3757	24278	23482	50203	30187	40961	18710	24272	16290	22932	44208
3600	1436	711	2198	2666	5004	3028	5149	1462	1850	4059	989	2031	1406	4902	29385	18356	1402	26607	19337
3802	3807	2472	3837	12142	3781	3833	3783	2455	3816	2462	3823	12104	2416	34351	2445	3827	2463	2449	19205
3947	3946	3343	4194	5417	5413	5414	17196	5421	9698	2550	57117	59886	35533	40646	52130	759	58029	842	3201
4112	26846	3812	57356	26573	36516	50256	11540	59909	52527	47837	41747	57556	59901	16038	3855	48715	52344	1681	29504
4180	7256	2084	2278	47183	24781	4116	817	33855	10777	23004	660	954	857	1543	1684	6134	6112	2301	3278
5908	4184	8021	5595	770	9895	258	6972	1266	11201	19100	4314	4176	1377	14280	9717	5143	7027	6130	427
5484	1071	649	4298	1097	2541	641	3080	4343	4908	153	5160	1869	19317	19450	6058	9886	4901	289	5032
55663	46430	31961	40806	8610	4384	35302	8599	52190	24250	4369	48065	5182	17544	28471	15067	8573	8546	24495	42995
5484	92	4413	4415	2640	1094	1071	919	1172	649	1215	4901	1097	6058	153	3080	4298	19317	4343	4877
91	711	3155	1306	911	3070	1850	1462	5641	1436	5188	2783	2031	1299	3218	486	709	378	3227	1297
4516	339	35912	18205	2167	851	1462	5713	11112	4232	7701	2031	13065	1436	582	6772	6770	5705	18204	4808
711	9158	1850	1436	1140	4174	729	989	3028	2235	709	975	25	5905	486	3258	1406	480	378	1141
4663	1436	8337	711	1406	2235	4059	4706	6595	12531	989	378	1850	6582	1400	729	9158	38280	3028	4658
3194	30	569	8364	2031	1278	1150	1	978	555	1003	912	6343	1828	3735	4804	10839	39	713	1462
104	12880	4128	1999	8089	3196	2113	46856	34605	2000	7798	15728	34652	32219	1719	15113	47212	3904	22077	7055
1343	753	12895	8360	14180	2352	10	4007	2031	4225	1462	1379	940	5515	19981	711	116	14184	1003	1342
9158	711	4174	1436	729	989	1850	3028	25	378	709	2235	1406	486	5905	1141	12562	1081	3939	2196
5207	1711	31779	10723	24334	1710	2588	842	1799	34702	59657	39901	7372	55320	2550	18848	15550	40686	33460	5219
2182	5245	476	2587	5264	4669	8701	1254	2064	4725	1246	4638	461	2834	12974	2063	9474	10917	3438	3396
3946	4194	5417	17196	5421	9698	2550	3948	57117	59886	35533	40646	52130	58029	842	3201	5239	6191	191	15688
2441	4901	4877	6058	4908	649	1071	9886	4343	919	4298	354	153	9486	641	2479	19317	2442	3080	2488
1500	1543	954	635	9	1705	1231	1152	2696	3335	293	2724	804	5179	933	4116	2278	5180	1619	5603
1071	649	4298	153	5160	4901	5557	4877	3080	1088	4343	641	6058	2441	2299	4908	19317	1082	2479	5032
91	711	1462	3155	911	1850	1436	3070	1306	2031	1432	5188	2783	3227	2235	378	1406	3923	1299	709
5685	52950	54035	9924	15460	38639	37239	57406	54890	56541	46330	15357	25203	11910	38638	60028	27933	38670	37441	39723
569	3194	2031	1150	1	30	8364	978	555	6343	713	22	750	1003	43	1828	39	3735	10839	1462
5785	26526	1702	1699	53884	27449	26748	20465	44244	26517	2739	9040	50101	55393	46050	49785	21940	5948	53453	9044
5831	36599	45913	48033	52893	52898	52891	52904	13983	55325	29268	13908	31647	31445	13911	13949	29228	29234	52892	36606
5948	15913	56738	15546	25823	42590	33432	24990	44165	46054	20983	26526	48706	34476	6584	15779	11531	39273	60730	26748
569	3194	2031	1150	30	8364	978	555	6343	22	713	750	1003	43	1828	39	3735	10839	711	1462
2720	2336	582	389	7701	3127	316	16186	4893	2579	7604	303	9166	1585	17694	2246	285	580	2716	2729
6075	52337	25111	44284	58639	47835	36313	41294	46443	43744	59550	11768	16704	51882	55192	47543	18747	15339	30305	42008
7701	2720	582	2336	284	3127	389	316	303	1585	9166	2579	2586	7604	4893	2246	285	580	2651	2657
6174	39250	34554	46346	36025	52375	39120	3200	40763	60730	44728	51544	52703	15462	16818	43029	53289	49876	6282	30136
91	711	3155	1306	1432	911	3070	1850	6	1462	5641	1436	5188	2783	2031	1299	3218	486	709	378
6256	36659	34074	53019	8616	1461	41271	19203	18399	6255	11929	39813	23489	36880	1075	5995	61747	40829	7013	1778
7701	285	389	2336	2720	2246	3127	582	5295	767	8743	2657	304	2568	286	292	6289	5307	5472	1585
6309	6314	6293	19149	59152	6300	59154	17570	1994	14725	34180	45085	17819	13951	35669	13937	51197	2725	48725	53742
281	2185	5835	271	536	4250	10623	14657	8687	1115	3198	2771	7602	711	5149	4136	1436	3209	6322	43618
6380	1097	3931	12398	4191	361	2979	10141	4192	7505	4883	1012	3641	341	5930	3314	384	21441	9886	413
746	401	370	9113	8648	2252	9243	1354	369	419	11726	56000	45205	2586	18046	2373	9105	13032	16737	2676
6640	28214	6634	59965	48376	39022	52822	55136	7148	48422	24703	39218	61032	20148	41224	36326	41535	38919	23909	35427
4071	339	32378	4516	2167	703	6703	357	5585	32376	11090	32867	20299	5614	5536	6736	25963	5616	23463	50585
569	3194	2031	1150	1	30	8364	978	555	22	6343	713	750	1003	43	1828	39	3735	10839	711
5149	296	2173	974	3627	382	5820	6792	294	4060	1273	3	5927	8021	3949	5595	711	5535	6021	463
50626	6871	6550	55905	1436	6881	16754	7911	9158	4925	44204	3028	4059	8397	7884	12531	42541	1466	4057	16836
6944	18835	17549	12137	19485	51358	36726	20992	61854	59489	20364	14672	22772	24611	34218	13497	16331	27035	55491	27572
13017	3847	3206	3717	5515	4110	116	734	737	726	724	2031	9345	596	745	8364	616	8360	753	6616
7029	49578	48608	40686	9068	59516	43897	18868	38974	48967	18738	60818	43888	53463	7372	59657	28769	33173	5226	31125
649	6058	4901	4877	1071	354	2441	4908	4343	9886	641	4298	153	2488	3080	2479	4895	9486	919	4899
17087	7204	51956	18430	43459	55906	20177	32455	24466	17489	56756	38800	44738	12406	15934	15754	34098	23432	24921	12604
2301	2278	7256	1705	1500	6772	1086	1543	1231	4116	4341	954	11970	233	7701	2031	635	3199	6134	272
3343	24039	31100	61132	42251	58029	759	3947	8167	35542	20463	12850	16882	17960	4194	54922	41079	20459	2550	18452
2588	2550	6999	2832	4947	1710	15879	5227	16193	18848	1340	7039	16880	35412	1797	10723	156	61300	34702	12377
2925	1867	919	8517	1094	16837	1869	4415	16838	5484	13742	19317	2808	365	35911	22701	9886	31849	4901	920
443	476	2182	4725	1254	2587	2064	8701	549	1246	2062	9474	461	3396	5264	4669	3625	3446	3780	5249
7517	476	4725	2182	443	2064	1254	2587	8701	461	2062	3625	4669	5264	1246	549	2834	3446	14790	9474
3070	1432	3227	1297	3923	16956	5188	10210	91	1406	7547	5641	8337	3218	41	1462	378	4635	9950	3155
7601	637	37704	1742	30094	42500	11646	41425	51484	7593	25929	48277	1758	16322	25384	14888	42489	1774	16303	36566
7607	7656	7085	3244	7614	7650	52335	7630	36431	24000	50707	45907	7346	45898	52349	47649	21482	28481	8595	58660
7719	33175	52130	26958	51805	27220	32567	58208	9220	28265	51625	28026	4499	1710	18848	401	34702	2550	61300	38096
1500	2724	635	954	1152	2696	1543	9	5179	2747	1231	6056	804	3335	894	5180	2557	293	1705	933
7849	35322	58352	26846	16205	11810	22569	54735	17102	1381	15538	33923	17600	48677	54730	37699	7825	29343	26837	40209
5070	1436	1850	2235	711	50626	43015	4172	989	6887	1406	28330	9158	4059	6595	1402	15913	4174	12531	6582
3005	3120	2567	467	2794	14087	6408	10988	3066	1760	5311	19178	1766	6429	3271	7931	6828	9441	15410	466
7954	20061	7972	46348	56407	44906	41563	22481	13536	47518	37839	16253	28750	29367	51568	50830	43444	29452	16756	53032
14888	2567	23863	39347	1766	6408	51493	6429	3120	30263	3066	16866	15618	3271	1071	8006	2915	649	689	7875
3925	571	40078	23587	24038	8053	58029	8069	3343	3943	32826	23598	45940	23596	40664	45959	16882	6085	31111	23584
575	1705	1500	2084	5603	8335	1070	2278	954	4116	293	6533	1543	1231	16739	635	23004	5179	933	3335
9647	48922	8283	8302	8256	8273	15057	53398	765	48915	14452	48921	8274	22600	36688	38402	13818	13817	58547	41803
3	5149	34	4405	3838	3860	382	711	974	2173	698	296	1850	14524	3028	294	5820	1986	2198	3627
3344	587	5153	11354	8055	586	3193	1286	4116	4364	1267	1340	644	1543	15215	954	1500	12659	3245	885
8412	8422	8433	3894	2468	8418	23229	27952	8416	3960	52638	27553	36076	8424	23228	37124	27959	15618	41046	47372
