11	481	35	286	28	600	262	254	71	47	1	352	73	298	652	25	1006	542	3852	603
254	35	21	5	8	71	262	652	11	298	286	429	602	603	100	121	1114	1071	1006	766
3090	103	212	1258	843	877	52998	35	603	17340	37006	7915	22754	254	2151	19945	10723	766	1006	17030
71	21	298	73	481	8	652	435	766	614	1006	262	966	2050	3079	5649	254	35	600	1433
8	481	21	11	71	286	262	25	600	254	298	542	352	766	429	652	28	1	702	603
28	381	8477	35	1071	1799	641	592	254	50	288	242	73	728	59	877	21	843	3852	36032
409	298	71	652	254	59	1156	1114	21	766	429	1006	5	35	40461	1262	262	47	8	360
8	71	11	481	600	35	254	298	435	286	652	1006	261	28	47	25	352	766	641	1
5	8	21	481	11	25	35	71	286	600	298	262	254	352	1	47	652	702	3852	603
581	563	1420	17899	17898	17858	352	17853	17871	381	641	100	17870	57464	39522	47	286	592	55	30764
35	121	254	117	1156	1236	591	59	652	286	603	232	50	21	1258	71	602	298	1114	5
237	8	11	481	608	3852	600	21	904	3911	28	47	435	286	71	35	73	1	59	652
286	21	254	11	71	5	481	262	8	652	298	1258	352	429	59	766	1	103	600	263
5	481	8	17885	34357	25	11	904	26	16	73	20	608	702	35854	3852	600	523	37784	32131
1031	600	21	481	5	8	71	11	732	1324	522	4147	435	904	100	702	47	608	7557	3852
1111	35	1156	121	1236	638	1204	242	254	843	2020	25426	24225	286	591	41369	21	171	2730	6138
1196	426	261	263	921	77	337	429	12029	1006	254	262	517	766	652	315	451	59	748	38501
71	298	652	18975	21	1006	465	9934	262	9818	5244	481	966	254	39737	8	41536	4617	766	22923
299	298	262	451	1006	77	71	337	21	429	766	290	254	263	1156	11	261	542	652	8
1499	286	592	381	641	288	844	35	8477	378	3130	603	254	73	8646	309	352	25031	59	20046
286	35	254	603	11	21	641	8	71	481	262	298	121	877	429	652	328	1	542	1420
1990	212	747	103	6193	3352	877	15682	4204	1985	49954	52395	42010	8941	52418	32843	2151	12891	3949	28023
254	21	121	286	5	11	262	8	603	71	652	481	298	352	1156	429	59	1006	641	877
2187	40385	25133	20511	47502	13	4258	11129	35798	31786	11541	44769	4873	11418	56379	41565	25131	28276	43570	19148
1	8844	28	11	1799	481	11652	21237	25968	19352	8	5	32691	21	435	286	11998	23410	41122	19950
2353	286	592	55121	32796	288	9195	381	6272	22243	22051	21148	20454	44733	641	596	3130	52540	27670	4926
2447	35	121	1156	117	254	59	591	843	638	603	602	1236	641	14382	8	21	2730	1114	286
2537	44222	21	2364	600	1433	6158	53145	41859	60768	28331	8	234	27286	5	966	34056	4147	23	60607
212	641	103	1420	603	337	877	39940	35	352	100	3125	21	24074	18490	121	71	572	563	1006
352	11	5	8	254	71	28	1	652	262	481	603	298	429	121	766	1006	877	592	59
2543	47	11	73	5	481	8	21	25	706	600	286	28	3814	234	1	40887	50	614	71
254	35	21	5	71	8	429	652	1071	286	262	11	1114	298	1006	602	603	1156	171	481
2834	8	5	481	234	904	724	11	614	600	21	608	11874	3852	237	3911	702	73	25	71
2456	843	254	401	35	2896	59	1156	44233	1114	3090	121	14691	1071	315	603	1558	40807	1006	17557
30	8	481	7413	3852	11	25	21	706	52	702	26	73	721	614	19	904	300	46	465
3147	286	592	381	5331	73	641	35	3130	288	378	3110	254	3114	1156	2339	11	5	603	352
1156	121	603	286	21	254	591	71	5	262	298	11	8	652	481	592	429	59	641	352
2763	21	50	71	600	52123	50137	5	38754	232	46805	3079	35585	8	36446	73	298	5655	50841	1434
923	921	100	429	315	262	1006	766	1071	254	652	48305	5707	9587	261	426	337	1775	28214	59
3320	254	171	1071	121	59	35	100	1114	59186	3090	71	921	2896	6062	22254	766	3115	22824	591
3541	77	3500	748	2967	58537	36729	1145	544	594	60322	3436	3371	38485	13008	24182	15157	35566	50521	6847
43653	6784	77	447	59809	12679	3057	426	42779	56354	451	11453	693	100	2151	3295	3612	3216	45992	254
238	8	481	600	21	702	11	3852	50	28	73	71	35	47	59	652	254	298	286	381
3670	1071	1114	254	121	59	100	35	11741	641	171	3090	71	1156	403	602	13206	5607	652	43578
3728	8	5	234	21	904	481	25	11	600	237	3852	28	73	3911	16	706	50	35	7413
262	298	71	1006	429	254	21	35	766	5	8	11	286	59	600	481	261	603	435	451
254	21	286	121	5	11	262	1156	8	71	603	429	352	481	298	652	59	641	103	766
3863	843	254	121	35	3090	2896	171	1114	360	59	1156	47596	602	52695	3968	24864	36691	71	1094
1775	254	298	100	59	35	262	429	315	1156	652	71	591	8	603	121	337	1006	286	1114
8	11	5	234	25	481	904	600	18	21	3702	7922	73	706	237	608	59350	685	41124	59083
254	59	35	21	71	286	262	5	603	11	1006	652	429	298	8	1156	481	100	1071	451
1007	71	21	465	50	1114	652	32541	8	46693	298	392	600	435	5	6877	18435	4921	1435	47073
2514	254	1114	602	298	35	1071	59	2896	1006	100	315	21	652	71	262	591	121	766	481
4380	603	35	117	121	641	254	843	1156	59	286	171	232	591	381	602	73	5	15236	481
4436	652	262	71	1006	100	2818	254	429	766	21	35	23324	32175	921	298	435	11977	21461	8
4461	71	21	14	15	298	435	481	5	1433	47	966	1322	6775	47493	8	652	11	465	2181
4474	1258	30528	38094	877	178	1156	121	54142	47686	4482	10649	61479	1062	2567	33155	254	381	4965	103
21	19506	298	652	600	481	5	262	8	1114	435	11	1006	254	4560	47	429	35	641	7310
4637	451	27084	3623	57647	453	51408	57644	2039	1264	57147	4611	3477	4674	30209	263	56528	14113	3478	3459
4771	100	254	1775	921	1114	1006	27036	262	56681	360	43053	2818	59	36633	1223	39792	429	52645	44645
918	254	59	100	262	921	652	766	1071	35	429	71	1006	171	315	602	641	1236	917	3115
