11	481	35	286	28	600	262	254	71	47
254	35	21	5	8	71	262	652	11	298
3090	103	212	1258	843	877	52998	35	603	17340
71	21	298	73	481	8	652	435	766	614
8	481	21	11	71	286	262	25	600	254
28	381	8477	35	1071	1799	641	592	254	50
409	298	71	652	254	59	1156	1114	21	766
8	71	11	481	600	35	254	298	435	286
5	8	21	481	11	25	35	71	286	600
581	563	1420	17899	17898	17858	352	17853	17871	381
35	121	254	117	1156	1236	591	59	652	286
237	8	11	481	608	3852	600	21	904	3911
286	21	254	11	71	5	481	262	8	652
5	481	8	17885	34357	25	11	904	26	16
1031	600	21	481	5	8	71	11	732	1324
1111	35	1156	121	1236	638	1204	242	254	843
1196	426	261	263	921	77	337	429	12029	1006
71	298	652	18975	21	1006	465	9934	262	9818
299	298	262	451	1006	77	71	337	21	429
1499	286	592	381	641	288	844	35	8477	378
286	35	254	603	11	21	641	8	71	481
1990	212	747	103	6193	3352	877	15682	4204	1985
254	21	121	286	5	11	262	8	603	71
2187	40385	25133	20511	47502	13	4258	11129	35798	31786
1	8844	28	11	1799	481	11652	21237	25968	19352
2353	286	592	55121	32796	288	9195	381	6272	22243
2447	35	121	1156	117	254	59	591	843	638
2537	44222	21	2364	600	1433	6158	53145	41859	60768
212	641	103	1420	603	337	877	39940	35	352
352	11	5	8	254	71	28	1	652	262
2543	47	11	73	5	481	8	21	25	706
254	35	21	5	71	8	429	652	1071	286
2834	8	5	481	234	904	724	11	614	600
2456	843	254	401	35	2896	59	1156	44233	1114
30	8	481	7413	3852	11	25	21	706	52
3147	286	592	381	5331	73	641	35	3130	288
1156	121	603	286	21	254	591	71	5	262
2763	21	50	71	600	52123	50137	5	38754	232
923	921	100	429	315	262	1006	766	1071	254
3320	254	171	1071	121	59	35	100	1114	59186
3541	77	3500	748	2967	58537	36729	1145	544	594
43653	6784	77	447	59809	12679	3057	426	42779	56354
238	8	481	600	21	702	11	3852	50	28
3670	1071	1114	254	121	59	100	35	11741	641
3728	8	5	234	21	904	481	25	11	600
262	298	71	1006	429	254	21	35	766	5
254	21	286	121	5	11	262	1156	8	71
3863	843	254	121	35	3090	2896	171	1114	360
1775	254	298	100	59	35	262	429	315	1156
8	11	5	234	25	481	904	600	18	21
254	59	35	21	71	286	262	5	603	11
1007	71	21	465	50	1114	652	32541	8	46693
2514	254	1114	602	298	35	1071	59	2896	1006
4380	603	35	117	121	641	254	843	1156	59
4436	652	262	71	1006	100	2818	254	429	766
4461	71	21	14	15	298	435	481	5	1433
4474	1258	30528	38094	877	178	1156	121	54142	47686
21	19506	298	652	600	481	5	262	8	1114
4637	451	27084	3623	57647	453	51408	57644	2039	1264
4771	100	254	1775	921	1114	1006	27036	262	56681
918	254	59	100	262	921	652	766	1071	35
2327	254	843	429	298	766	262	652	35	1775
21	71	5	8	11	481	600	298	262	35
5196	1156	591	121	592	117	286	2730	603	254
77	254	1006	35	71	261	3623	766	352	103
429	262	1006	652	766	315	254	71	35	261
77	451	254	261	429	262	35	1006	766	426
5482	516	8687	41693	10165	921	261	451	19901	1114
5493	563	352	1420	55	286	11	23439	5	728
481	21	600	71	298	3852	614	35	25	603
5683	47	8	5	481	11	21	600	73	3852
381	1	309	286	1799	11	614	28	352	592
3177	21	1433	71	465	600	5	298	702	8
5820	697	6331	29753	53785	5807	71	45579	48046	542
804	35	121	591	1156	254	641	1114	117	59
1873	298	652	1392	71	50109	59	1006	9177	10407
35	254	286	1156	21	121	5	603	11	71
4786	254	38239	2434	59	51560	2954	32959	60071	23614
6084	58043	103	8060	7937	212	1985	2151	582	8396
1561	542	8	43169	5	481	11	21	3911	1316
100	254	262	652	59	921	71	21	1006	429
6250	1114	254	602	59	30786	24294	35	401	1071
6274	254	59	1071	5053	30595	171	2454	1114	602
6307	8	465	5	904	234	481	21	11	50
13	11	254	21	71	8	298	5	429	35
1262	21	71	8	35	254	298	121	481	652
8	481	5	600	3814	3852	11	724	702	21
6638	71	59005	6857	21	652	298	40723	465	1433
6681	77	921	544	261	426	702	3057	429	263
3333	35	121	1156	2730	117	591	16735	638	6138
77	544	451	426	766	254	429	261	59	748
6897	35884	966	71	1323	465	1433	21	298	29415
2016	234	542	600	21	481	71	8	11	121
71	298	652	262	254	1262	35	372	44694	21
6977	103	877	843	603	35	254	286	1114	641
2444	59	171	1071	1114	121	35	1156	18164	843
7222	286	592	381	591	641	285	3206	378	35
27	5	481	11	25	21	3852	73	600	724
7330	262	1006	766	337	21	71	600	1433	3342
212	603	35	103	286	254	21	11	5	652
7391	59	254	3115	1071	10694	1114	171	60188	602
21	481	11	71	600	286	262	47	254	352
3198	602	59	35	121	254	1114	558	1071	641
7571	21	71	3079	5	600	481	3043	8	298
6286	299	18682	8681	516	13340	29964	17234	51244	57430
7655	35	121	59	603	254	1156	843	641	232
7717	24104	560	603	30551	877	212	591	57977	35
481	5	8	21	11	71	603	35	600	286
73	35	286	21	641	47	121	5	59	702
1700	3090	171	254	401	9800	843	59	35	429
6799	337	426	262	1006	254	263	77	429	315
7988	600	481	8	21	5	25	50	42594	614
3090	59	315	298	286	21	843	8	429	603
2213	28	11	714	1799	3110	8	5	698	542
8081	57198	40016	38093	32210	35939	51446	1981	40337	877
8277	32091	451	263	261	337	32072	517	32090	429
2191	4708	60131	3406	3525	59816	38590	3623	22780	27106
652	298	262	71	429	254	35	1006	766	8
3090	843	59	641	603	254	401	35	1114	2896
8440	21	600	8	5	298	71	11	13	706
286	603	352	381	35	592	877	1258	5	481
8514	100	254	262	429	35	652	8522	401	77
8588	77	426	544	121	2967	3393	261	3590	748
5	8	21	481	71	286	600	35	254	298
8727	451	8726	8233	11324	51404	44583	39043	15634	77
254	121	21	1156	603	71	5	262	11	641
35	3968	121	843	603	1156	254	2730	34238	641
8826	724	5	481	8	702	11	600	28	21
232	71	3652	435	121	35	39764	25177	59	298
3932	212	103	877	747	45589	603	2151	3352	254
8968	37039	603	55998	1258	121	286	35	49566	591
1258	401	603	843	254	3090	121	13152	1156	100
591	35	1558	1156	121	1114	16345	117	59	259
5717	8	614	3852	26	11	36397	904	702	21
376	603	641	35	613	1258	352	212	71	298
3888	103	2151	212	877	315	3090	254	843	35
9311	1420	34295	12209	55	19236	9388	34023	57454	25259
3175	748	77	7051	50884	20173	34837	44547	261	55984
9505	35	121	591	1156	40083	254	36547	58717	843
