1436	23	699	4015	2017	10131	1299	23423	8385	1021
2281	14423	38353	10059	2497	6936	18152	7067	11264	11265
159	141	134	17301	25955	133	17036	109	111	17027
38087	2179	28108	17620	25895	25597	11140	25602	8506	4426
2497	4852	20253	1066	639	226	1073	11265	170	4824
2506	26665	36045	781	2657	8668	17844	2347	10691	16214
400	2121	7505	20071	3872	10837	18231	26337	7971	7952
3208	7700	3076	9911	2	5207	91	1452	699	1625
249	514	12405	8292	33410	548	511	26359	25595	18522
474	1436	699	389	2017	1021	1396	3208	701	23
946	1494	16740	1564	795	6056	1612	2507	1666	2724
3703	958	684	555	978	564	8347	31	5740	6333
578	27926	579	1282	3345	577	16894	1314	18069	872
3703	555	255	8347	978	564	6333	13917	8884	24
1033	10132	24734	18916	24191	11266	7843	8292	12405	18913
1061	21110	4469	38103	24118	21112	22943	17474	28261	4499
1226	25595	1240	1243	20489	1244	1234	25060	1211	1235
27926	579	3345	5142	14044	2977	3193	8058	1269	1361
1420	37436	18974	16271	10340	23120	35091	1483	12409	23444
11753	38020	9062	14010	27670	806	27956	18400	22083	1493
17816	6292	17818	17821	3599	1559	2	2196	8054	1660
1993	17785	9775	31049	9767	1991	34403	10075	33547	23041
2153	6075	9491	30178	35691	3938	7639	3326	946	1088
16740	1494	6056	795	291	1612	1666	1142	9460	1745
2213	4045	2226	27210	29622	31655	43	26168	8838	12004
2346	23123	2397	14532	37141	2171	32667	19393	23347	327
37307	25231	21502	3787	2427	32987	19571	2742	18286	23981
946	6056	2547	1494	16740	634	1564	1612	895	2507
347	1066	2497	643	2434	4852	1073	6074	2281	170
11960	6128	7259	4350	3269	946	4137	3280	1494	24404
2785	1452	9911	3208	3988	1436	3076	4159	2553	7877
33212	2809	10307	10241	27134	19537	10239	22958	9841	27123
2842	17200	23265	4553	8716	36151	30701	23848	22615	30752
18854	18708	6942	24736	14703	18746	29951	3745	18769	28778
3054	28502	26280	3769	18231	25309	24920	7505	10837	37177
2506	2347	3144	573	383	287	296	7712	304	3138
3177	8615	35492	2327	17202	12502	23180	32355	8716	24696
3234	22394	32915	3827	18635	30564	18424	17476	22068	35648
3262	3640	3287	20259	15518	7312	3315	5908	10281	4190
3347	4824	23225	10199	2497	4886	28548	20268	931	8126
3372	3404	3473	3506	3401	3177	3393	3402	3491	12502
11035	3445	4505	2975	455	3266	6406	12495	3112	11004
3703	564	8347	555	958	3215	684	31	8884	5740
3679	35435	15433	28731	36052	23803	32616	31866	31540	10215
564	3703	684	958	555	8884	31	5740	8347	17
2068	365	8381	5926	1205	1412	5334	4328	363	973
946	16740	6056	1494	795	634	1564	291	1612	1666
29576	4172	5999	1660	29247	16112	4087	3799	6311	33997
1635	23110	3225	12856	18758	6223	9703	12860	5416	23113
149	3703	8379	17373	735	16791	12720	8347	2924	732
2992	5999	29247	1660	2027	15840	16112	2350	29576	1383
474	1436	699	389	2017	1021	1396	701	3208	23
2538	4339	1066	5488	29663	4344	4355	1073	4341	3786
4385	4368	8605	12678	4384	28535	23832	11566	5576	28476
5488	1270	931	1781	4407	1066	1185	4408	3786	2497
9911	1452	4159	3208	3951	3988	7877	2785	4455	5207
946	16740	1494	6056	634	795	1564	291	1666	1612
4699	469	1896	9490	1260	8695	1893	2177	448	3630
3238	4640	2787	15815	6824	37209	2786	7836	4628	34237
2605	4407	1781	1270	5960	4408	5488	5847	92	10155
4913	2397	23347	14532	19092	19328	14348	23123	34813	36322
1066	2497	931	4537	2281	347	1073	340	6244	226
5096	35071	34452	34208	36033	34997	25443	28502	4009	18963
9460	2747	6056	16740	6051	1612	2724	860	2425	2426
5311	2506	11698	5261	287	6518	5473	20049	2303	299
3965	5416	11444	4188	2550	8952	24265	6191	813	2632
