685	11	706	904	702	600	28	3151	481	47
3115	171	3106	18607	259	602	1775	1156	46193	917
12231	42455	56112	37003	18709	16631	42491	17041	45991	40293
966	40936	43342	44475	47048	48491	22752	32540	2237	49237
702	904	600	481	4655	724	608	706	47	38837
37879	799	18261	4890	8662	355	48219	37854	52198	34406
409	1262	55986	16781	18624	360	20857	28546	39334	3315
435	600	99	481	3233	5650	612	12061	32545	11416
702	904	600	481	4655	724	5	608	706	47
581	12068	56589	52747	16501	17860	16499	56565	58962	17890
5200	47889	803	38922	1236	25985	1558	29028	588	30794
237	6075	5028	8819	48785	14543	27733	23026	11234	15609
1258	14037	1156	11354	20473	27411	34901	7328	259	15199
23026	14885	29	11234	3852	13693	50064	44459	6	5613
1031	9080	26532	614	25707	45832	1324	48556	5204	50
1111	15858	54054	51062	8378	2589	58177	40024	9504	908
1196	19309	10365	33860	1948	60781	496	53502	1949	1950
966	14497	58685	44809	38754	43046	9402	10710	13689	54057
299	7598	3221	57896	43013	8744	3197	15335	53725	9975
1499	3130	30189	59103	13855	19468	28632	8645	19103	8651
56724	15320	17896	15304	19316	17894	16385	16700	25567	1528
1990	15685	42249	56752	23099	42244	52395	45281	15678	23730
1156	121	259	1204	2156	53100	8481	641	12335	56741
2187	11540	21047	22050	20507	26348	61750	59612	31271	35731
55417	943	53522	1805	25968	25176	13990	54897	37421	12741
2353	3130	56872	9195	20054	6031	2687	596	8651	38546
2447	6060	47987	7688	132	17345	856	1752	20178	37070
2537	1324	5640	26532	32507	11527	1489	5204	29	34088
2705	59710	41005	45219	26133	30071	56974	26123	56976	42128
352	41760	16534	50574	36135	21565	6711	328	6690	34030
2543	29	7416	9954	47077	43036	35477	59271	41744	29296
3115	171	259	3106	51954	602	1775	401	1156	18607
2834	13996	243	3728	49818	6261	8428	8921	19925	6
2456	11575	8021	9800	52551	1700	14696	53158	19883	15808
30	57346	13752	2523	22515	5028	15201	614	3618	59155
3147	3130	37903	45558	6033	30189	13047	19103	6473	60054
1156	591	121	2150	259	1204	53100	2156	56741	8481
2763	5681	56541	1324	50	40155	5640	4622	29	60019
923	58947	1177	7230	58830	2958	423	293	46630	10496
3320	12608	32601	34243	28752	17535	26736	52686	10979	25879
3541	594	8605	3548	3411	43110	42046	2967	3565	15143
59809	42350	56354	59808	56363	4522	38684	6423	41333	3295
238	29	17932	10	54065	13621	9082	6467	246	39152
3670	25998	35977	8772	25988	46674	53003	57248	17026	1210
3728	11121	614	50	14257	551	29270	59083	49818	8976
298	1257	1270	766	1006	315	41473	435	921	34584
1156	121	259	1204	2156	53100	8481	641	12335	56741
3863	51777	3780	10527	19217	2896	1210	54772	1256	46636
1775	1223	3115	171	917	2818	18003	16827	368	12981
3852	61316	614	56205	36086	19925	16799	16563	29	37068
59	254	3115	171	100	602	18607	46193	51954	42782
1007	20984	26743	21062	1411	35188	1493	1489	1435	24667
2514	25899	5169	1262	11179	29862	3106	32175	28732	19186
4380	1276	52523	1558	132	4365	34462	11618	42991	6076
4436	58082	24672	12484	10920	49815	17595	984	1262	24666
4461	32731	3035	1489	23403	39346	60030	56462	47117	50642
4474	61467	21105	61468	21106	4473	43442	2129	56607	21257
1275	54057	966	12026	574	25043	58685	4075	1411	46928
4637	2039	1265	3401	59794	4589	57255	3463	60430	3651
4771	7482	46437	11220	1261	32197	44939	17666	41180	11223
918	3603	3117	917	16555	28716	1223	1775	3115	48063
2327	1723	401	3115	18832	2896	2482	1775	1725	23159
435	600	21	99	481	5650	3233	465	612	12061
5196	1276	5167	19116	19893	1558	12359	153	2021	57750
3623	3406	1264	9488	37473	54723	59866	3464	17183	32360
315	1006	766	429	1257	337	921	530	5023	17142
5424	594	2967	43078	2919	3125	3573	7133	3411	3295
5482	55136	25465	31776	45153	20091	59580	49713	14856	55955
5493	8676	46315	39525	56561	17860	46109	581	25565	33110
4655	724	706	608	522	904	685	18	48271	5027
5683	639	50	3079	15198	43770	41574	29	43036	19563
52282	53188	54221	38442	44462	11786	48671	22023	49998	37906
3177	10161	58817	574	1140	16307	3233	4104	7568	38650
5820	61750	53828	53792	32657	52897	46950	55341	44750	43571
804	819	15856	44083	310	40024	31916	2740	2661	1694
1873	2148	32670	12516	40052	1262	55954	5431	15341	1362
1156	591	121	2150	35	259	1204	2156	53100	8481
4786	1210	7434	17535	1098	659	52686	7076	3106	28716
6084	49962	40066	40123	47610	31115	19505	24036	20470	35532
1561	7848	43169	30347	24557	24532	940	58488	19997	19999
100	1223	1775	921	917	171	259	3115	315	3106
6250	26576	43302	55201	30089	25649	2356	32401	43578	51093
6274	1210	53888	2666	4728	3603	7277	39179	20256	42367
6307	614	12808	46327	42008	12926	29	45020	38013	58586
13	27180	9098	7562	3630	465	31712	22667	706	1316
1262	360	61131	25860	21426	5918	1085	61518	36028	6380
3852	29	1567	2523	9226	6	50064	551	13752	7412
6638	1140	16407	43416	25043	54669	37782	25608	12519	5114
6681	594	10638	45549	3189	59860	28071	26943	59853	5424
3333	2150	132	47889	28771	1558	1236	1204	586	2156
594	5424	3393	28071	3411	9506	544	8559	3383	3437
6897	32781	25098	45442	1489	26743	60329	18551	4946	5078
2016	22451	16152	13230	8070	1567	30304	33549	16142	22476
1262	31973	52647	28546	5934	9549	5762	24607	54798	30657
6977	10746	208	23040	23240	47895	200	45302	60533	7034
2444	32601	40595	20449	255	9290	1210	24488	21848	79
7222	3130	33469	22636	34063	23913	55121	19127	2376	8651
27	29	614	12307	5027	25322	973	61557	2523	43
7330	34198	42815	31998	34047	271	5039	3343	6803	43967
2598	7013	5191	24272	34709	59660	59533	28125	48959	24337
7391	46247	1210	14438	11432	45551	3115	7465	2868	75
702	904	600	481	4655	724	608	706	47	38837
3198	3652	558	1262	3079	25665	2746	3174	18548	7463
7571	3181	574	29657	1031	3233	18999	55203	61743	10234
6286	30082	4249	19515	18278	8744	32976	36070	18682	45501
7655	7096	6437	25378	1558	52552	15821	13161	899	1276
7717	7694	1063	60961	7703	7698	19640	27216	24104	7702
522	702	600	904	481	47	706	4655	724	435
50435	21698	26485	52573	53438	48163	22244	50423	3079	20488
1700	9800	401	15808	8021	14625	18704	59878	57022	3115
6799	25036	52351	3075	3125	24698	54624	1775	25014	2785
7988	10103	61460	50	26139	12042	26030	26427	22181	45010
9800	2896	1700	843	171	3115	1775	18809	28112	6930
2213	714	10837	50	15471	48015	2536	16628	49311	52785
8081	40367	8129	36298	40337	8094	40361	61802	40354	35938
8277	32076	8279	32086	32084	32060	18930	15724	32074	8260
2191	9488	42351	39398	5350	45723	51773	46066	32102	3556
652	298	1257	1270	766	1006	315	41473	435	921
36713	1700	9800	40819	15808	40818	29482	54946	36722	31777
8440	22467	10036	5011	40240	35311	47015	12925	21666	23068
36080	304	8487	8483	26652	355	37861	36027	8475	22519
8514	35273	60184	28228	35280	58151	6932	19831	23159	43117
8588	594	3443	3393	454	10648	3385	59849	31361	3367
702	904	600	481	4655	5	724	608	706	47
8727	57118	23268	8726	11486	39398	11488	60113	11316	23270
1156	591	121	2150	259	1204	2156	53100	641	8481
20031	132	21638	14996	28720	1558	21661	54583	24423	1276
8826	5028	30	20310	23537	52967	6352	6	50	5592
