685	11	706	904	702	600	28	3151	481	47	615	599	9366	5589	14212	11849	9298	584	55773	18635
3115	171	3106	18607	259	602	1775	1156	46193	917	51954	2896	16226	654	401	20267	843	18922	42782	4268
12231	42455	56112	37003	18709	16631	42491	17041	45991	40293	33553	156	36994	27013	14995	17334	17336	37006	42472	10748
966	40936	43342	44475	47048	48491	22752	32540	2237	49237	14497	35104	53083	13679	53697	6874	50117	42252	44071	19364
702	904	600	481	4655	724	608	706	47	38837	522	11	9085	12385	7696	9089	48271	23691	47462	56388
37879	799	18261	4890	8662	355	48219	37854	52198	34406	25624	10682	37873	26681	43527	34512	58054	57825	9116	36080
409	1262	55986	16781	18624	360	20857	28546	39334	3315	54982	23393	1049	44694	58567	23009	9549	3920	415	21413
435	600	99	481	3233	5650	612	12061	32545	11416	4458	298	904	71	12072	49126	7547	702	57473	47
702	904	600	481	4655	724	5	608	706	47	38837	522	11	9085	7696	12385	48271	9089	435	56388
581	12068	56589	52747	16501	17860	16499	56565	58962	17890	16515	39522	17868	17857	46108	42948	56721	37725	46109	30761
5200	47889	803	38922	1236	25985	1558	29028	588	30794	13088	38161	13124	5194	60536	2545	40024	15405	34787	17984
237	6075	5028	8819	48785	14543	27733	23026	11234	15609	3852	228	29	686	6465	12371	14750	34818	6014	8344
1258	14037	1156	11354	20473	27411	34901	7328	259	15199	27424	591	18066	121	5597	6556	4410	40506	24453	37758
23026	14885	29	11234	3852	13693	50064	44459	6	5613	8819	12307	8802	53499	7408	50	35133	3711	243	8921
1031	9080	26532	614	25707	45832	1324	48556	5204	50	3233	41574	4699	48704	5681	53147	3628	19777	45038	574
1111	15858	54054	51062	8378	2589	58177	40024	9504	908	31491	40811	29028	23603	9683	1236	53235	3733	2546	792
1196	19309	10365	33860	1948	60781	496	53502	1949	1950	33924	58519	19303	1233	1947	55063	1955	35832	43202	55994
966	14497	58685	44809	38754	43046	9402	10710	13689	54057	1140	44721	40723	4075	1874	13677	14853	4617	6870	4688
299	7598	3221	57896	43013	8744	3197	15335	53725	9975	8630	19743	36025	34722	8300	48890	4100	36349	10280	37078
1499	3130	30189	59103	13855	19468	28632	8645	19103	8651	1810	13047	36264	5406	61234	10922	32989	13566	44180	25692
56724	15320	17896	15304	19316	17894	16385	16700	25567	1528	56734	1545	14969	16384	16376	16355	40752	9877	34417	328
1990	15685	42249	56752	23099	42244	52395	45281	15678	23730	31102	5422	59656	23107	38021	42223	15672	59641	23103	47900
1156	121	259	1204	2156	53100	8481	641	12335	56741	1558	611	47889	49154	33555	61295	30190	23861	17488	9505
2187	11540	21047	22050	20507	26348	61750	59612	31271	35731	14802	33088	28977	31993	59623	43560	40006	14606	43571	10119
55417	943	53522	1805	25968	25176	13990	54897	37421	12741	36464	55418	19346	60806	17743	3720	26868	6264	54898	4056
2353	3130	56872	9195	20054	6031	2687	596	8651	38546	39824	37494	46625	13566	41368	20810	37907	27736	32812	8671
2447	6060	47987	7688	132	17345	856	1752	20178	37070	54751	34400	28251	50710	47165	18730	26510	51062	50097	2952
2537	1324	5640	26532	32507	11527	1489	5204	29	34088	57730	7568	27269	26514	35782	45834	2965	4147	23085	4159
2705	59710	41005	45219	26133	30071	56974	26123	56976	42128	60443	56962	59718	26090	26094	624	59122	45596	8119	59709
352	41760	16534	50574	36135	21565	6711	328	6690	34030	5549	728	16362	36147	16931	50607	12084	57370	36165	48020
2543	29	7416	9954	47077	43036	35477	59271	41744	29296	9253	22494	9263	30867	1738	18377	12143	3844	9955	29689
3115	171	259	3106	51954	602	1775	401	1156	18607	45734	917	25645	16226	2896	92	46193	1223	24488	42782
2834	13996	243	3728	49818	6261	8428	8921	19925	6	27336	13752	8353	40617	7964	39376	35674	31117	17564	551
2456	11575	8021	9800	52551	1700	14696	53158	19883	15808	27370	2896	21541	14672	27381	30088	13204	34265	59875	51777
30	57346	13752	2523	22515	5028	15201	614	3618	59155	29	972	8831	6	22347	26008	229	12020	17230	32900
3147	3130	37903	45558	6033	30189	13047	19103	6473	60054	4890	1810	61329	29219	13520	8651	18778	6444	36977	19327
1156	591	121	2150	259	1204	53100	2156	56741	8481	641	1558	12335	611	23861	61295	49154	47889	33068	33555
2763	5681	56541	1324	50	40155	5640	4622	29	60019	60291	903	18996	7416	16763	58590	53832	3862	51255	23
923	58947	1177	7230	58830	2958	423	293	46630	10496	4761	995	37850	48827	32349	1260	10489	15160	24653	53371
3320	12608	32601	34243	28752	17535	26736	52686	10979	25879	3115	29093	22883	40686	50739	53888	46863	79	4786	18127
3541	594	8605	3548	3411	43110	42046	2967	3565	15143	51395	15963	2919	29627	5424	6839	24181	3388	34374	40394
59809	42350	56354	59808	56363	4522	38684	6423	41333	3295	3612	6399	60025	6391	459	47962	55851	48697	17910	3587
238	29	17932	10	54065	13621	9082	6467	246	39152	10832	31685	61139	614	25322	3727	7417	3706	2822	31705
3670	25998	35977	8772	25988	46674	53003	57248	17026	1210	2356	40896	22621	60034	43302	11801	55349	24862	28891	10924
3728	11121	614	50	14257	551	29270	59083	49818	8976	43036	2523	24220	7414	32944	52669	57901	5027	8921	32814
298	1257	1270	766	1006	315	41473	435	921	34584	43820	14	14576	39964	53473	31303	17106	51693	1135	10620
1156	121	259	1204	2156	53100	8481	641	12335	56741	1558	611	47889	33555	17488	61295	23861	49154	29350	1754
3863	51777	3780	10527	19217	2896	1210	54772	1256	46636	12101	27374	51779	47586	3807	59748	24851	7098	24719	61378
1775	1223	3115	171	917	2818	18003	16827	368	12981	31873	22704	51359	3106	1210	31876	31134	2896	31841	16836
3852	61316	614	56205	36086	19925	16799	16563	29	37068	50	28965	10832	6	54740	13752	58166	48224	54294	16645
59	254	3115	171	100	602	18607	46193	51954	42782	24488	25645	3106	11336	9745	689	20267	4268	55491	46439
1007	20984	26743	21062	1411	35188	1493	1489	1435	24667	59011	59507	33419	44809	4028	25754	26695	35214	29120	61639
2514	25899	5169	1262	11179	29862	3106	32175	28732	19186	43471	37958	25657	29654	26149	18158	4337	10194	32748	25879
4380	1276	52523	1558	132	4365	34462	11618	42991	6076	23037	5216	586	47916	58095	22561	865	844	9498	53620
4436	58082	24672	12484	10920	49815	17595	984	1262	24666	14503	25868	57682	14782	37001	20071	17029	26624	18673	12460
4461	32731	3035	1489	23403	39346	60030	56462	47117	50642	15659	23972	9609	20981	4028	1007	35099	8071	11909	38359
4474	61467	21105	61468	21106	4473	43442	2129	56607	21257	34698	1062	22677	61471	46973	21107	174	48444	48155	32050
1275	54057	966	12026	574	25043	58685	4075	1411	46928	38496	19789	25608	35850	40046	39550	1489	10710	25045	50639
4637	2039	1265	3401	59794	4589	57255	3463	60430	3651	45567	49133	48910	4674	57492	10909	28376	30745	40731	53387
