685	11	706	904	702
3115	171	3106	18607	259
12231	42455	56112	37003	18709
966	40936	43342	44475	47048
702	904	600	481	4655
37879	799	18261	4890	8662
409	1262	55986	16781	18624
435	600	99	481	3233
702	904	600	481	4655
581	12068	56589	52747	16501
5200	47889	803	38922	1236
237	6075	5028	8819	48785
1258	14037	1156	11354	20473
23026	14885	29	11234	3852
1031	9080	26532	614	25707
1111	15858	54054	51062	8378
1196	19309	10365	33860	1948
966	14497	58685	44809	38754
299	7598	3221	57896	43013
1499	3130	30189	59103	13855
56724	15320	17896	15304	19316
1990	15685	42249	56752	23099
1156	121	259	1204	2156
2187	11540	21047	22050	20507
55417	943	53522	1805	25968
2353	3130	56872	9195	20054
2447	6060	47987	7688	132
2537	1324	5640	26532	32507
2705	59710	41005	45219	26133
352	41760	16534	50574	36135
2543	29	7416	9954	47077
3115	171	259	3106	51954
2834	13996	243	3728	49818
2456	11575	8021	9800	52551
30	57346	13752	2523	22515
3147	3130	37903	45558	6033
1156	591	121	2150	259
2763	5681	56541	1324	50
923	58947	1177	7230	58830
3320	12608	32601	34243	28752
3541	594	8605	3548	3411
59809	42350	56354	59808	56363
238	29	17932	10	54065
3670	25998	35977	8772	25988
3728	11121	614	50	14257
298	1257	1270	766	1006
1156	121	259	1204	2156
3863	51777	3780	10527	19217
1775	1223	3115	171	917
3852	61316	614	56205	36086
59	254	3115	171	100
1007	20984	26743	21062	1411
2514	25899	5169	1262	11179
4380	1276	52523	1558	132
4436	58082	24672	12484	10920
4461	32731	3035	1489	23403
4474	61467	21105	61468	21106
1275	54057	966	12026	574
4637	2039	1265	3401	59794
4771	7482	46437	11220	1261
918	3603	3117	917	16555
2327	1723	401	3115	18832
435	600	21	99	481
5196	1276	5167	19116	19893
3623	3406	1264	9488	37473
315	1006	766	429	1257
5424	594	2967	43078	2919
5482	55136	25465	31776	45153
5493	8676	46315	39525	56561
4655	724	706	608	522
5683	639	50	3079	15198
52282	53188	54221	38442	44462
3177	10161	58817	574	1140
5820	61750	53828	53792	32657
804	819	15856	44083	310
1873	2148	32670	12516	40052
1156	591	121	2150	35
4786	1210	7434	17535	1098
6084	49962	40066	40123	47610
1561	7848	43169	30347	24557
100	1223	1775	921	917
6250	26576	43302	55201	30089
6274	1210	53888	2666	4728
6307	614	12808	46327	42008
13	27180	9098	7562	3630
1262	360	61131	25860	21426
3852	29	1567	2523	9226
6638	1140	16407	43416	25043
6681	594	10638	45549	3189
3333	2150	132	47889	28771
594	5424	3393	28071	3411
6897	32781	25098	45442	1489
2016	22451	16152	13230	8070
1262	31973	52647	28546	5934
6977	10746	208	23040	23240
2444	32601	40595	20449	255
7222	3130	33469	22636	34063
27	29	614	12307	5027
7330	34198	42815	31998	34047
2598	7013	5191	24272	34709
7391	46247	1210	14438	11432
702	904	600	481	4655
3198	3652	558	1262	3079
7571	3181	574	29657	1031
6286	30082	4249	19515	18278
7655	7096	6437	25378	1558
7717	7694	1063	60961	7703
522	702	600	904	481
50435	21698	26485	52573	53438
1700	9800	401	15808	8021
6799	25036	52351	3075	3125
7988	10103	61460	50	26139
9800	2896	1700	843	171
2213	714	10837	50	15471
8081	40367	8129	36298	40337
8277	32076	8279	32086	32084
2191	9488	42351	39398	5350
652	298	1257	1270	766
36713	1700	9800	40819	15808
8440	22467	10036	5011	40240
36080	304	8487	8483	26652
8514	35273	60184	28228	35280
