3	1280	746	288	27	3742	1285	687	9098	707	6	565	6010	8843	745	234	6125	1536	301	5549
63	58	3095	62	223	6506	4893	2687	643	8041	5998	12308	689	4257	17498	24066	2464	19316	6947	9887
10723	42493	44877	42452	12244	42458	181	47235	42453	182	42481	17035	17033	10738	36982	22746	42482	198	42467	10722
11444	4757	16231	12531	16784	1389	3959	11135	6616	6951	1019	2213	486	2096	2100	25497	1391	18428	2235	6006
289	286	3143	2365	7257	30506	16804	5909	853	299	1197	13359	11948	10625	2740	892	2726	856	10226	5489
316	358	5150	356	24894	24914	8040	949	22543	12878	3641	5525	33318	317	3964	1212	9980	4311	5891	9891
2686	367	2411	2614	2343	2346	2730	6759	3146	11741	1588	32190	16183	6751	5335	2720	7603	2326	9234	21123
469	514	5119	5656	3641	5655	351	50894	17139	9983	1147	341	41837	491	32276	40549	985	775	5730	1232
554	537	1555	14	13690	3721	7266	13733	13721	6340	3706	30867	549	538	14977	510	16204	7270	22618	13722
568	19049	36788	11779	36793	36783	36780	35947	9818	36787	606	56264	40332	30019	9801	24366	30067	36802	40432	3107
288	8331	13359	800	3	2216	698	5489	2658	781	1644	1383	2427	1285	746	687	734	5549	6469	301
3	1285	10	3742	6	5549	1280	288	746	27	12345	687	1536	301	4545	8331	707	1329	1340	8843
793	780	792	877	823	798	1282	875	811	735	5105	21622	816	48845	862	801	7246	894	10226	3193
594	257	12027	3823	3811	12345	1284	4245	4545	14166	1593	7763	36	7402	966	746	5549	11107	12301	2924
56682	50146	1001	18660	29669	50129	56683	4077	1416	1419	1031	4461	1457	4010	1391	3150	17	4148	1302	2732
783	1740	1831	5614	2126	2435	800	2728	6469	734	3328	1678	892	12271	1743	13359	2434	1860	1644	2370
1206	1153	29805	1178	1146	1202	1176	26361	500	11334	50888	1158	10147	493	1156	13750	520	23958	1039	1216
3	1280	1285	5489	746	11444	3742	288	734	3150	10	4757	1038	6	1536	1340	486	698	8331	9098
1391	1419	3150	1416	6758	1302	1406	2732	1346	3947	3090	17	4461	4010	1399	3742	1457	1402	9372	6
4922	1450	3326	3327	3600	19798	3082	8770	7705	1493	43551	28807	3779	8738	3994	23026	35143	5055	22467	3626
1556	16351	19312	1529	16359	13445	16363	16368	6689	320	314	13412	15284	1574	14959	33580	16369	1559	15275	56735
1995	1989	27464	1996	20778	39	8459	1994	12531	23415	5004	7902	16774	4207	3991	17615	29489	2100	1312	6951
