3	1280	746	288	27	3742	1285	687	9098	707
63	58	3095	62	223	6506	4893	2687	643	8041
10723	42493	44877	42452	12244	42458	181	47235	42453	182
11444	4757	16231	12531	16784	1389	3959	11135	6616	6951
289	286	3143	2365	7257	30506	16804	5909	853	299
316	358	5150	356	24894	24914	8040	949	22543	12878
2686	367	2411	2614	2343	2346	2730	6759	3146	11741
469	514	5119	5656	3641	5655	351	50894	17139	9983
554	537	1555	14	13690	3721	7266	13733	13721	6340
568	19049	36788	11779	36793	36783	36780	35947	9818	36787
288	8331	13359	800	3	2216	698	5489	2658	781
3	1285	10	3742	6	5549	1280	288	746	27
793	780	792	877	823	798	1282	875	811	735
594	257	12027	3823	3811	12345	1284	4245	4545	14166
56682	50146	1001	18660	29669	50129	56683	4077	1416	1419
783	1740	1831	5614	2126	2435	800	2728	6469	734
1206	1153	29805	1178	1146	1202	1176	26361	500	11334
3	1280	1285	5489	746	11444	3742	288	734	3150
1391	1419	3150	1416	6758	1302	1406	2732	1346	3947
4922	1450	3326	3327	3600	19798	3082	8770	7705	1493
1556	16351	19312	1529	16359	13445	16363	16368	6689	320
1995	1989	27464	1996	20778	39	8459	1994	12531	23415
1142	11717	259	1590	154	2153	5207	114	1171	5178
2036	486	5489	288	4757	11444	5924	3	1212	1391
2216	2221	21191	10839	29324	2215	11637	2223	41482	13994
2247	2258	2249	2330	47158	2309	9108	45051	41133	9107
2452	2423	2428	2460	2446	2448	2461	34334	2437	2445
19	762	2228	5948	3109	2520	1702	700	623	748
400	9112	33604	378	13088	2697	8668	33224	13030	764
307	11824	754	5704	8742	11095	2169	15287	728	22176
469	514	5119	5656	9983	5730	351	3641	17139	341
246	1245	3114	7379	1190	2649	192	690	588	689
1226	1849	10431	1848	2836	13714	8702	5243	5320	2841
2864	2879	140	644	2883	8020	2896	26509	39772	122
2929	6238	7056	3170	2920	2975	9419	7119	7122	2951
346	5588	16502	6726	9403	26629	1496	16361	26666	32393
2907	386	1118	1272	3685	4190	9488	1100	2278	372
3	1416	5489	3742	3150	288	10	734	13359	1285
3263	4257	643	3095	5542	8861	24066	4516	89	2488
5489	4190	2427	891	734	3315	13359	6070	643	5542
3387	3375	3381	3386	3397	3164	3412	3410	3548	3374
5	1413	6340	3706	3721	13733	16204	14	554	3712
703	1137	7693	750	839	4645	590	9233	12060	746
3686	2467	45551	21371	3646	11841	20755	20758	45549	4525
3	6070	11252	194	3095	1285	9622	5489	3742	1280
642	13232	1212	3	20338	4757	4285	2763	5924	7446
1142	259	11717	1590	2153	154	5207	5178	1171	114
512	457	5458	37	285	1137	12037	703	1	7837
17641	1275	1215	369	5624	7752	715	12022	2963	8073
3973	14224	42	1697	698	4333	3224	1473	1383	3742
4174	4958	1383	14224	6	1416	698	3742	687	3
670	1203	43070	4285	642	3297	14475	14553	13232	14551
13359	4346	2434	6469	2658	3328	781	50338	734	891
816	3230	4363	108	734	1859	1282	6469	1860	891
5591	775	985	4184	4324	5976	1267	4176	4123	33236
28341	3235	5634	100	924	12049	4449	580	16	3219
4479	15017	15015	11521	5621	11527	11520	24394	48007	3021
